track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,song,text
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,Adore You,"Ah, hey, ah oh  
  
Baby, baby yeah, are you listenin'?  
Wondering, where you've been, all my life  
I just started living  
Oh, baby are you listenin' oh?  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you  
  
Baby, can ya hear me?  
When I'm crying out, for you,  
I'm scared oh, so scared,  
When you're near me  
I feel like I'm standing with an army  
Of men armed with weapons, hey oh  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you  
  
I love lying next to you  
I could do this for eternity,  
You and me, were meant to be in holy matrimony  
God knew exactly what he was doing  
When he lead me to you  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you  
  
When you say you love me  
Know I love you more  
When you say you need me  
Know I need you more  
Boy I adore you,  
I adore you

"
Starlight,Dave,1,2022,3,3,1856,3,229473310,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,Starlight,"Starlight open wide, starlight open up your door  
This is New York calling with movies from the street  
Movies with real people, what you get is what you see  
Starlight open wide, Andy's Cecil B. DeMille  
Come on L. A. give us a call  
We've got superstars who talk, they'll do anything at all  
Ingrid, Viva, Little Joe, Baby Jane, and Edie S.  
But you better call us soon before we talk ourselves to death  
Starlight open wide everybody is a star  
Split screen 8-hour movies  
We've got color we've got sound  
Won't you recognize us, we're everything you hate  
Andy loves old Hollywood movies, he'll scare you hypocrites  
to death  
You know that shooting up's for real  
That person who's screaming, that's the way he really feels  
We're all improvising, five movies in a week  
If Hollywood doesn't call us - we'll be sick  
Starlight open wide  
Do to movies what you did to art  
Can you see beauty in ugliness, or is it playing in the dirt  
There are stars out on the New York streets  
We want to capture them on film  
But if no one wants to see them  
We'll make another and another  
Starlight let us in that magic room  
We've all dreamt of Hollywood, it can't happen too soon  
Won't you give us a million dollars the rent is due  
Andy will give you 2 movies and a painting  
Starlight open wide!  

"
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,Jordan,"Come in as you tread life's journey  
Take Jesus as your daily guide  
Though you may feel pure and safely  
Without Him walking by your side  
But when you come to make the crossing  
At the ending of your pilgrim's way  
If you ever will meet our Savior  
You'll surely meet Him on that day  
  
Now look at that cold Jordan  
Look at these deep waters  
Look at that wide river  
Oh hear the mighty billows roar  
You'd better take Jesus with you  
He's a true companion  
For I'm sure without Him  
That you never will make it o'er  
  
That awful Day of Judgment  
Is coming in the by and by  
We'll see our Lord descending  
In Glory from on high  
So let us keep in touch with Jesus  
And in his grace the Love of God  
That we may be ever called ready  
When He calls us over Jordan's Tide  
  
Now look at that cold Jordan  
Look at these deep waters  
Look at that wide river  
Oh hear the mighty billows roar  
You'd better take Jesus with you  
He's a true companion  
For I'm sure without Him  
That you never will make it o'er  
  
Oh what, what you gonna do  
Oh what, what you gonna do  
Oh how, how you gonna feel  
When you come to the end of the Way

"
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,Hope,"There's a clock timing the world as it turns  
There's a man marking the candle as it burns  
Keeping track of every minute that remains  
Still we hope somehow  
It's gonna be alright  
It's gonna turn out fine  
There's a light shining beyond the southern cross  
Burning bright for everyone of us who's lost  
More than faith more than a reason to go on  
Rise on up knowing  
You're gonna win the fight  
It's gonna turn out fine  
You gotta hope it'll be alright  
Come on and hope it'll turn out fine  
Yeah, hope it'll be alright, please  
When the night turns to the deepest shade of black  
At that point there is no reason to turn back  
High above angels are falling from the sky  
Lift your heart knowing  
It's gonna be alright  
It's gonna turn out fine  
You gotta hope it'll be alright  
Come on and hope it'll turn out fine  
Yeah, hope it'll be alright, please  
You gotta hope, ya gonna win the fight  
Come on 'n hope with all your might  
Yeah hope it's gonna be alright, please  
Millions of people alone in the dark  
Awaiting a moment of hope  
Please  
You gotta hope (Whenever times get tough) it'll be alright  
Come on and hope (And when the road is rough) it'll turn out fine  
Yeah, hope (Just when you've had enough) it'll be alright, please  
You gotta hope (Whenever times get tough) you're gonna win the fight  
Come on and hope (And when the road is rough) with all your might  
Yeah, hope (Just when you've had enough) it's gonna be alright, please  
You gotta hope (Whenever times get tough) it'll be alright  
Come on and hope (And when the road is rough) it'll turn out fine  
Yeah, hope (Just when you've had enough) it'll be alright, please  
You gotta hope, you're gonna win the fight  

"
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,Closer,"As close as the sea is to the seashore  
Tide still rises twice a day  
That's just the ocean's way of getting  
Closer, closer.  
  
As close as today is to tomorrow  
At midnight they can finally touch  
'Cause every minute brings them that much closer  
Closer  
  
So on this silent night  
I call your name  
And suddenly all time and space disappears  
I see your face in firelight  
  
I hold you close in memory  
And even though you're gone  
I know you're here  
As close as the glow is to the ember  
  
You've always been a part of me  
Now living in my heart you're even closer  
Closer.  
I see your face in firelight  
  
I hold you close in memory  
And even though I know you're gone  
I know you're here....  
As sure as there's snowfall in December  
  
Your love lives in everything  
Summer Winter Fall or Spring  
Every thought of you will bring us closer  
The distance may be large or small  
  
Someday I pray that we may all be  
Closer...  
Closer.

"
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,When You're Gone,"Well, I just can't seem to pity  
'Cause my heart's too numb to feel  
And the smile does all the talking  
Though the pain is all that's real  
With the way that you keep screaming  
I can hardly hear to think  
And I feel the bridges burning  
Underneath my feet  
  
[Chorus]  
Where do you go, oh  
When you're gone?  
Where do you go, oh  
When you're gone?  
Oh, how the road feels so long  
But where do you go, oh  
When you're gone?  
  
I just want to stay dreaming  
No, I just don't want to wake  
Why can't we keep on sailing  
Across this emerald lake?  
My forehead is still bleeding  
From the thorns I used to wear  
And I'm left alone and beaten  
For this cross I choose to bear  
  
[Chorus]  
  
Well, I finally found what I'm looking for  
Though the road's still long and the light is still far  
But I finally found what I'm looking for  
Well, I finally found what I'm looking for  
Though the road's still long and the light is still far  
But I finally found what I'm looking for  
  
Well, the voices fall like timber  
And the fear it pours like rain  
And my heart is crushed to cinders  
Underneath this kind of pain  
Well, there is no resolution  
When the revolution's dead  
So I'm left with no solution  
For the voices in my head  
  
[Chorus]

"
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,In My Head,"I'm so brilliant  
I'm a joke  
My tongue is golden  
I'm about to choke  
And I'm holy  
I'm a wreck  
My voice is velvet  
I have a rope around my neck  
  
I'm so tired of this world in my head  
I am the man that lost  
So tired, so tired of myself  
Am I the man that lost?  
  
I'm a king  
I'm a kick to the curb  
I see things clear  
My world is disturbed  
And I'm a mountain  
Yeah I'm a pile  
I long for tomorrow  
Haven't seen it in a while

"
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,Angel Baby,"(Angel baby you're mine forever)  
(Angel baby, you angel baby you)  
Who is the dream who starts me dreaming  
Angel baby  
Then keeps me worrying and schemeing  
You, angel baby, you  
  
Who starts me walking 'round in clover  
Angel baby  
Then flips my crazy heart right over  
You, angel baby, you  
  
Who is the chick I would pick as the absolutely perfect miss for me to kiss  
Who is the girl who can curl me around her finger when we kiss again  
Who can imagine what I'd give for Angel baby  
Just for the chance to love and live for  
You, angel baby, you  
  
(Angel baby) you're mine forever  
(Angel baby) you, angel baby, you  
(Who is the chick he would pick as the absolutely perfect miss for him to
kiss)  
(Who is the girl who can twirl him around her little finger when they kiss
again)  
  
Who can imagine what I'd give for Angel baby  
Just for the chance to love and live for  
You, angel baby, you  
(Angel baby) you're mine forever  
(Angel baby) you, angel baby, you

"
Right On,Lil Baby,1,2022,4,8,1116,0,101780047,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,Right On,"Yeah, ha  
Ladies and gentlemen (Ha, Yeah)  
You got money and then bitches  
Power..  
  
Ya had it, ya lost it  
Ya leased it, ya flossed it  
Business fell through now ya comin up off it  
He bought it, he rolled it  
He passed it, you smoked it  
Now ya fucked up off some weed mixed wit coke shit  
Ya love her, ya hate her  
Ya fucked her, ya raped her  
Twenty-five to life 'cause ya can't control ya anger  
Its heavy, its deep  
Its solid, its weak  
Things people say about ya records in the streets (Check it)  
Be careful what ya wish for  
Ya fuck around and get it  
I did it got in it  
Spit it and didn't waste a minute  
So where my niggas at?  
What part of the game is that?  
I paid my dues now nobody tryin to pay me back  
And if they did i would probably have as much as shaq  
My life is the movie so listen to the soundtrack  
This what its all about  
You better stall me out  
And feel the aim of the name you niggas callin out  
  
[Chorus]  
If you feelin how I'm feelin  
And you ready and willin  
to come to the table  
I put it together who doin it better  
Come bounce with me (Come on)  
You can smoke a whole ounce with me (Right on!)  
Take em out!  
If you movin how I'm movin  
And you chosen and proven  
So lose the illusion  
The top guns cue the confusion  
Come bounce with me (Come on!)  
You can smoke a whole ounce with me (Right on!)  
Take em out!  
  
I'm tired, I'm hungry  
You're lazy, disgusting  
You're lay around my house and ya never do nothing  
I seen it, believed it  
Planned it, conceived it  
Missed me with the bullshit bitch I don't need it  
I cheated, you cheated  
We cheated, so beat it  
Eat it like a dick bitch you too conceited  
I broke it, replaced it  
I slammed it, I chased it  
Hands in the air if ya love gettin wasted baby!  
You never seen us before  
You betta come and get it  
You with it I'm with it  
I'm busy baby you fuckin with it  
Is it your place or mind  
don't want to waste your time  
And you can get it how you want it it'll blow ya mind  
Its over time  
Takin pride in the bump and grind  
A hit from behind to leave you with a broken spine  
This what its all about  
You better stall me out  
Its just the game of the name you bitches callin out  
  
[Chorus]  
Pop it, drink it  
Float it, sink it  
Plan to stop me then you better rethink it  
Drive it, use it  
Pimp it, abuse it  
Shit motherfuckers do to hip-hop music  
I live it, I die it  
I'm laughin, I'm cryin  
Pop two of these bitch, lets start flying  
I hear it, I taste it  
I touched it, I faced it  
Breakin down the bullshit back to the basics  
I had to kick in the door  
that's how I had to get it  
I shitted with lyrics  
And getting better for fuckin credit  
Gettin gangsta with it  
The best that ever did it  
Hit it and quit it my nigga  
You shouldn't babysit it  
We need more emcees and less wannabes  
Three hundred and sixty degrees of reality  
that's what its all about  
Kill em and haul em out  
Now feel the aim of the name you haters callin out  
  
[Chorus]

"
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,Falling,"It's really easy if you try  
To tell another hundred lies  
But I'm not going down this time  
  
Just when I think I'm over it  
It's getting easy to forget  
I haven't even faced it yet  
  
I never wanted anyone to be so wrong for you  
  
Stop falling down  
  
I don't have anyone to blame  
I can't make anybody change  
I guess there's nothing more to say  
  
I never wanted anyone to be so wrong for you  
  
Stop falling down  
  
I won't believe it if you say that you will change  
I won't release you from responsibility  
I never wanted to come down on you this way  
I never wanted  
  
It's really easy if you try  
To tell another hundred lies  
But I'm not going down this time  
  
I never wanted anyone to be so wrong for you  
  
Stop falling down

"
Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,Golden,"Watchin' a stretch of road  
Miles of light explode  
Driftin' off a thing  
I'd never done before  
  
Watchin' the crowd roll in  
Out go the lights, it begins  
A feelin' in my bones  
I never felt before  
  
People always told me  
That bars are dark and lonely  
And talk is often cheap  
And filled with air  
  
Sure sometimes they thrill me  
But nothin' could ever chill me  
Like the way they make  
The time just disappear  
  
Feelin' you here again  
Hot on my skin again  
Feelin' good, a thing  
I'd never known before  
  
What does it mean to feel  
Millions of dreams come real?  
A feelin' in my soul  
I'd never felt before  
  
And you, you always told me  
No matter how long it holds me  
If it falls apart  
Or makes us millionaires  
  
You'll be right here forever  
We'll go through this thing together  
And on Heaven's golden shore  
We'll lay our heads

"
Still Life,BIGBANG,1,2022,4,5,181,0,53909146,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3,Still Life,"I walked down by the river where we used to go  
And underneath the bridge where we first kissed  
The old town that we knew is dead and gone  
Gone  
The sickly sun shines grayly through the mist  
And like the love we used to know  
The poisoned river waters flow  
And then they're gone  
For some of us still life moves on  
Our love is just a relic of the past  
You'd never recognise the old town now  
Somewhere behind the concrete and the glass  
The monuments of england's sacred cow  
Where are all the human beings?  
Have they been sent to milton keynes?  
They used to live round here but now they're gone  
For some of us still life moves on  

"
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,Photograph,"I'm out a luck, out a love  
Gotta photograph, picture of  
Passion killer, you're too much  
You're the only one I want to touch  
I see your face every time I dream  
On every page, every magazine  
So wild and free so far from me  
You're all I want, my fantasy  
  
Oh, look what you've done to this rock 'n' roll clown  
Oh oh, look what you've done  
  
Photograph - I don't want your  
Photograph - I don't need your  
Photograph - all I've got is a photograph  
But it's not enough  
  
I'd be your lover, if you were there  
Put your hurt on me, if you dare  
Such a woman, you got style  
You make every man feel like a child, oh  
You got some kinda hold on me  
You're all wrapped up in mystery  
So wild so free and far from me  
You're all I want, my fantasy  
  
Oh, look what you've done to this rock 'n' roll clown  
Oh oh, look what you've done  
  
Photograph I don't want your  
Photograph I don't need your  
Photograph all I've got is a photograph  
You've gone straight to my head  
  
Oh, look what you've done to this rock 'n' roll clown  
Oh oh, look what you've done  
I gotta have you  
  
Photograph I don't want your  
Photograph I don't need your  
Photograph all I've got is a photograph  
I want to touch you  
  
Photograph  
Photograph your photograph  
Photograph  
Photograph I need only your  
Photograph I'm out a love  
Photograph I'm out a love  
Photograph you're the only one  
Photograph I want to touch

"
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,Love Yourself,"[Verse 1]  
For all the times that you rain on my parade  
And all the clubs you get in using my name  
You think you broke my heart, oh girl for goodness' sake  
You think I'm crying on my own, well I ain't  
  
[Pre-Chorus]  
And I didn't wanna write a song cause I didn't want anyone thinking I still
care  
I don't but, you still hit my phone up  
And baby I be movin' on and I think you should be somethin'  
I don't wanna hold back, maybe you should know that  
My mama don't like you and she likes everyone  
And I never like to admit that I was wrong  
And I've been so caught up in my job, didn't see what's going on  
And now I know, I'm better sleeping on my own  
  
[Chorus]  
Cause if you like the way you look that much  
Oh baby you should go and love yourself  
And if you think that I'm still holdin' on to somethin'  
You should go and love yourself  
  
[Verse 2]  
But when you told me that you hated my friends  
The only problem was with you and not them  
And every time you told me my opinion was wrong  
And tried to make me forget where I came from  
  
[Pre-Chorus]  
And I didn't wanna write a song cause I didn't want anyone thinking I still
care  
I don't but, you still hit my phone up  
And baby I be movin' on and I think you should be somethin'  
I don't wanna hold back, maybe you should know that  
My mama don't like you and she likes everyone  
And I never like to admit that I was wrong  
And I've been so caught up in my job, didn't see what's going on  
And now I know, I'm better sleeping on my own  
  
[Chorus]  
Cause if you like the way you look that much  
Oh baby you should go and love yourself  
And if you think that I'm still holdin' on to somethin'  
You should go and love yourself  
  
[Bridge]  
For all the times that you made me feel small  
I fell in love, now I fear nothin' at all  
I never felt so low when I was vulnerable  
Was I a fool to let you break down my walls?  
  
[Chorus]  
Cause if you like the way you look that much  
Oh baby you should go and love yourself  
And if you think that I'm still holdin' on to somethin'  
You should go and love yourself  
Cause if you like the way you look that much  
Oh baby you should go and love yourself  
And if you think that I'm still holdin' on to somethin'  
You should go and love yourself

"
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,Die Hard,"Satan, Father  
Help me from this grave  
  
Demons, Warriors  
Ever be my slaves  
'Cause I can't reason  
With men and mortal fools  
They will die hard,  
  
Hear the golden rule  
  
  
Die Hard  
Legions iron and steel  
Die Hard  
Men of war reveiled  
Die Hard  
Captors of the Brave  
Die Hard  
  
Die Hard  
  
  
Sinner, liar  
Guard your crown of thorns  
Priestess, Parson  
Live your life of scorn  
Of Hell and blasphemy  
I can RAISE the fires  
  
We can grow strong  
Satanic royalty  
  
  
Evil, angels  
Ride the wings of Hades  
Vultures of the night  
  
Death is on our side  
Furnace burnin' bright  
'Cause we ain't getting tired  
  

"
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,Count Me Out,"What kind of love is this that leaves me feeling cold  
You look right through me what see nobody knows  
You're in a world all by yourself - needing no one else  
Feeling so secure  
  
You're on the road to nowhere, left your past behind  
What's to become of me, should feelings be denied  
Another time another place, would i be the same old face  
For you to have around  
  
There's no way in, there's no way out i'm caught in the middle  
Why must you leave my heart in doubt  
We have a one way love that flows from me to you  
There's nothing more for me to lose  
  
We're through with talking now we know that it's the end  
We've played our foolish games amd it's useless to pretend  
It seems like only yesterday, that love had come to stay  
How could we be so blind  
  
There's no way in, there's no way out i'm caught in the middle  
Why must you leave my heart in doubt  
We have a one way love that flows from me to you  
There's nothing more for me to lose  
  
I don't know where your heart is or what's inside your head  
If this is love you said it, if this is love forget it  
If this is love then count me out

"
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46,Savior,"If The savior came again today,  
Would you like him or turn him away,  
Would he have a girlfriend with a thong,  
Or a boy group singing dumb ass songs.  
Would he be a rapper with a gun,  
Or a bugger building steel buns.  
If the savior was crucified to lose  
What's the difference?  
  
Get me outta here [Repeat: x4]  
  
Watch me walk on water  
Watch me walk on water  
Watch me walk on water  
Before they  
Put me in a box  
  
We Should have never  
Gotten another break,  
Praying is an art for it's own sake,  
Would he have a pair of Gucci shoes  
With a pitbull  
  
Get me outta here [Repeat: x4]  
  
Watch me walk on water  
Watch me walk away on water  
Watch me walk on water  
  
Get me outta here [Repeat: x7]  
  
Watch me walk on water  
Watch me walk away on water  
Watch me walk on water

"
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447,2,0,4,0,0,92,E,Minor,66,29,65,23,0,8,7,Mirror,"They could be fat or could be thin  
They could be black, they could be white  
Tell me who's knocking at the knocking shop door tonight  
  
Not much a girl can do but open or close  
Those things are above doors  
Not much legs can do but open or close  
Those things are above us whores  
  
So imagine a mirror  
Bigger than the room it was placed in  
Imagine my wish for a future that cannot hold my wish  
Imagine the want to hold a rod that cannot hold the fish  
Imagine a rod that cannot hold the fish  
  
They could be lonely or could be bust  
They could be tack, they could be real  
They do have feelings, but just right now I feel  
  
A feminine receptacle, that's just what I am  
Those things are above us whores  
Just the best target practice, for a misguided man  
Those things are above us whores  
  
So imagine a mirror  
Bigger than the room it was placed in  
Imagine my wish for a future that cannot hold my wish  
Imagine the want to hold a rod that cannot hold the fish  
Imagine a rod that cannot hold the fish

"
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717,16,11,18,0,0,140,B,Minor,84,61,42,31,0,9,9,Beautiful Girl,"Hey you  
Put your chewing gum in my fist  
And pass the last over of your drink  
I've known you long enough to know  
Yeah I'm in deep and it shows  
I met her on grand final day  
And from sixteen thousand miles away  
Yeah I knew  
I was in trouble deep past me boots  
  
You think it's so hard  
Alone in the world  
Yeah well just try keeping up with a beautiful girl  
Keepin' up with a beautiful girl  
Keepin' up with a beautiful girl  
Keepin' up with a beautiful girl  
  
So I strayed (keep your head in the sky)  
Til my fingers all burnt in a sneeze (leaving nothing behind)  
And I'm holding by the skin of my teeth  
She got me grinning like a karaoke king  
Without a clue on how the thing begins  
And that's where the hell I'll reside  
In between the width of her smile  
So if you spy me just let it be  
I'm far beyond what you knew of me  
  
You think it's so hard  
Alone in the world  
Yeah well just try keeping up with a beautiful girl  
Keepin' up with a beautiful girl  
Keepin' up with a beautiful girl  
Keepin' up with a beautiful girl  
  
You're never alone  
It's you against the world  
You're the uninvited oyster next to the pearl  
The best lesson I learned  
  
Keepin' up with a beautiful girl  
Me, keep up with that beautiful girl  
Keepin' up with a beautiful girl  
Keepin' up with a beautiful girl  
  
Keepin' up with a beautiful girl [Repeat x4]

"
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,D,Major,51,39,29,90,0,10,4,Matilda,"Hey! Matilda, Matilda, Matilda, she take me money and run Venezuela.  
Once again now!  
Matilda, Matilda, Matilda, she take me money and run Venezuela.  
Five hundred dollars, friends, I lost:  
Woman even sell me cat and horse!  
Heya! Matilda, she take me money and run Venezuela.  
Everybody!  
(Matilda,) Sing out the chorus,  
(Matilda,) Sing a little louder,  
Matilda, she take me money and run Venezuela.  
Once again now!  
(Matilda,) Going 'round the corner,  
(Matilda,) Sing out the chorus,  
Matilda, she take me money and run Venezuela.  
Well, the money was to buy me house an' lan'  
Then she got a serious plan,  
A-hey, ah!  
Matilda, she take me money and run Venezuela.  
Everybody!  
(Matilda,  
Matilda,  
Matilda, she take me money and run Venezuela.)  
Once again now!  
(Matilda,) Going 'round the corner,  
(Matilda,  
Matilda, she take me money and run Venezuela.)  
Well, the money was just inside me bed,  
Stuck up in a pillow beneath me head.  
Don't you know,  
Matilda, she found me money and...  
Everybody...  
(Matilda,  
Matilda,  
Matilda, she take me money and run Venezuela.)  
Once again now!  
(Matilda,) Hooma locka chimba,  
(Matilda,) Bring me little water,  
Matilda, she take me money and run Venezuela.  
Women over forty?  
(Matilda,  
Matilda,  
Matilda, she take me money and run Venezuela.)  
Everybody!  
(Matilda,) Goin' round the corner,  
(Matilda,) Bring me little water,  
Matilda, she take me money and run Venezuela.  
Well, me friends, never to love again,  
All me money gone in vain!  
Uh, heya...  
Matilda, she take me money and run Venezuela.  
Everybody!  
(Matilda,  
Matilda,) Oom, ba-locka-chimba!  
(Matilda, she take me money and run Venezuela.)  
Sing a little softer!  
(Matilda,  
Matilda,  
Matilda, she take me money and run Venezuela.)  
EVERYBODY!  
(Matilda,  
Matilda,) Sing out the chorus!  
Matilda, she take me money and run Venezuela!

"
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,Little Freak,"[Nicki Minaj]  
Excuse me little mama  
But you get say I'm on duty  
I'm lookin for a cutie  
With a big ol ghetto booty  
I really like your kitty cat  
And if you let me touch her  
I know you're not a bluffer  
I'll take you to go see usher  
I keep a couple hoes  
Like santa I keep a vixon got that dasher, dancer, prancer,  
Dixon, comet, cupid, doner, blixen.  
I'm hotter than 100 degrees  
A lot of bread no sesame seeds  
If I'm in yo city  
I'm signin them Tig-O-bitties  
I'm plotting on how I can take Cassie away from Diddy  
The girls want a Minaj yeah they wetter than the rain then  
Usher buzz me in  
Everybody loves Raymond

"
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,True Love,"For a second, I was in control  
I had it once, I lost it though  
And all along the fire below would rise  
  
And I wish you could have let me know  
What's really going on below  
I've lost you now, you let me go  
But one last time  
  
Tell me you love me  
If you don't then lie  
Lie to me  
  
Remember once upon a time, when I was  
Yours and you were blind  
The fire would sparkle in your eyes  
And mine  
  
So tell me you love me  
And if you don't then lie, lie to me  
Just tell me you love me  
If you don't then lie, lie to me  
If you don't then lie, lie to me  
  
And call it true call it true love  
Call it true call it true love

"
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,Satellite,"Here I am again  
Waiting on the moment you decide  
To leave me stranded on the edge of nowhere  
I?ve been so close to you so many times  
I feel like I could drown  
I wish that I could fly away from here  
All:  
But I?m still coming down  
AJ:  
From the last time  
All:  
That you came around  
AJ:  
In the starlight  
All:  
Now I?m pulled into your gravity  
Spinning helplessly  
I?m falling through the night  
Like a lonely satellite  
AJ:  
Like a lonely satellite  
Nick:  
We walked on Jupiter  
Flew around the moon a time or two  
Left a mark on every star we could find  
But now I?m burning like a meteor  
That never hits the ground  
Wish that I could fly away from you  
All:  
But I?m still coming down  
AJ:  
From the last time  
All:  
That you came around  
AJ:  
In the starlight  
All:  
Now I?m pulled into your gravity  
Spinning helplessly  
I?m falling through the night  
Like a lonely satellite  
Nick:  
Love is poisoning the atmosphere  
Is keeping everything unclear to me  
Howie:  
Something in your eyes  
Never satisfies  
I?m feeling so alone, tonight  
All:  
But I?m still coming down (still coming down)  
From the last time (the last time)  
That you came around (you came around)  
In the starlight (the starlight)  
Now I?m pulled into your gravity (ooooh)  
Spinning helplessly  
I?m falling through the night (falling through the night)  
Yes I?m falling through the night (falling through the night)  
Like a lonely satellite  
Nick:  
Like a lonely satellite  

"
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263,13,2,31,0,0,118,G,Major,56,20,54,67,0,6,5,Love Of My Life,"I am amazed  
When I look at you  
I see you smiling back at me  
It's like all my dreams come true  
  
I am afraid  
If I lost you girl  
I'd fall through the cracks  
And lose my track in this crazy lonely world  
  
Sometimes it's so hard to believe  
When the nights can be so long  
And faith gave me the strength  
And kept me holding on  
  
You are the love of my life  
And I'm so glad you found me  
You are the love of my life  
Baby put your arms around me  
I guess this is how it feels  
When you finally find something real  
My angel in the night  
You are my love  
The love of my life  
  
Now here you are  
With midnight closing in  
You take my hand as our shadows dance  
With moonlight on your skin  
  
I look in your eyes  
I'm lost inside your kiss  
I think if I'd never met you  
About all the things i'd missed  
  
Sometimes it's so hard to believe  
When a love can be so strong  
And faith gave me the strength  
And kept me holding on  
  
You are the love of my life  
And I'm so glad you found me  
You are the love of my life  
Baby put your arms around me  
I guess this is how it feels  
When you finally find something real  
My angel in the night  
You are my love  
The love of my life  
  
[Instrumental]  
You are the love of my life  
And I'm so glad you found me  
You are the love of my life  
Baby put your arms around me  
I guess this is how it feels  
When you finally find something real  
My angel in the night  
You are my love  
My angel in the night  
You are my love  
The love of my life

"
So Good,Halsey,1,2022,6,9,1057,0,91781263,51,14,19,0,0,83,D#,Minor,63,29,62,4,0,18,4,So Good,"The man on your own  
Why don't you put some base on your tongue?  
Can't you see that here is lonely?  
Taking care of all day long  
You're making me leave  
Shoulda give me a reason to breathe  
Definitely not, no that's not what I mean  
I'm so done with pleasing you  
I'm so over needing you  
All this space just gave me room so I could fly  
What I thought would make me die  
Makes me feel like I'm alive  
Boy your words don't carry weight to hold me down  
  
I'm still so good over you  
I'm still so good over you  
Even if I didn't have a dollar in the bank  
Even if you were my only way  
I'm still so good over you  
I'm still good  
  
The man on your own  
Why don't you put some base on your tongue?  
Can't you see that here is lonely?  
Taking care of all day long  
You're making me leave  
Shoulda give me a reason to breathe  
Definitely not, no that's not what I mean  
I'm so done with pleasing you  
I'm so over needing you  
All this space just gave me room so I could fly  
What I thought would make me die  
Makes me feel like I'm alive  
Boy your words don't carry weight to hold me down  
  
I'm still so good over you  
I'm still so good over you  
Even if I didn't have a dollar in the bank  
Even if you were my only way  
I'm still so good over you  
I'm still good  
I'm still good  
I'm still good  
  
I bet you think I need you  
I'm telling I don't, you've lost your mind  
I used to be so see-through  
But now I never let you on my mind  
I'm worth a bunch of millions  
But you be acting like your money is mind  
I want the Eiffel chilling  
I'll be damned if I let you blow my eye  
Baby what you think about life  
Without me by your side  
I bet you wanna get it right  
But even if you get it right  
  
I'm still so good over you  
I'm still so good over you  
Even if I didn't have a dollar in the bank  
Even if you were my only way  
I'm still so good over you  
I'm still good  
I'm still good  
I'm still good

"
